tripid,starttime,stoptime,bikeid,duration,from,to,identifies,birthyear
Tr10417724,6/30/2016 16:29,6/30/2016 16:34,B5377,335,284,255,Female,1979
Tr10417601,6/30/2016 16:24,6/30/2016 16:39,B3915,935,217,182,Male,1982
Tr10417484,6/30/2016 16:19,6/30/2016 16:26,B999,376,133,364,Male,1962
Tr10417376,6/30/2016 16:16,6/30/2016 16:32,B2421,954,43,145,Female,1982
Tr10417266,6/30/2016 16:11,6/30/2016 16:23,B4871,757,321,77,Male,1959
Tr10417154,6/30/2016 16:05,6/30/2016 16:16,B2977,647,125,192,Male,1968
Tr10417041,6/30/2016 16:01,6/30/2016 16:26,B5724,1550,36,120,,
Tr10416921,6/30/2016 15:56,6/30/2016 16:00,B5464,253,75,283,Male,1988
Tr10416810,6/30/2016 15:52,6/30/2016 16:03,B5052,685,287,364,Male,1979
Tr10416701,6/30/2016 15:46,6/30/2016 15:59,B1899,799,3,33,Male,1992
Tr10416588,6/30/2016 15:40,6/30/2016 16:02,B4467,1289,171,41,Female,1960
Tr10416458,6/30/2016 15:35,6/30/2016 15:40,B3469,349,191,198,Male,1990
Tr10416332,6/30/2016 15:28,6/30/2016 15:31,B5803,160,37,286,Male,1992
Tr10416217,6/30/2016 15:22,6/30/2016 15:36,B1089,821,191,142,Male,1991
Tr10416065,6/30/2016 15:15,6/30/2016 15:25,B3827,581,27,313,Female,1991
Tr10415944,6/30/2016 15:08,6/30/2016 15:32,B4593,1420,76,177,Male,1959
Tr10415809,6/30/2016 15:02,6/30/2016 15:15,B1658,777,85,177,Female,1990
Tr10415685,6/30/2016 14:54,6/30/2016 15:25,B5826,1857,4,4,,
Tr10415538,6/30/2016 14:46,6/30/2016 14:51,B4824,322,283,77,Male,1980
Tr10415418,6/30/2016 14:38,6/30/2016 14:50,B4676,758,127,114,,
Tr10415291,6/30/2016 14:30,6/30/2016 14:41,B3508,656,329,126,Female,1984
Tr10415181,6/30/2016 14:23,6/30/2016 14:58,B2647,2078,150,150,,
Tr10415065,6/30/2016 14:14,6/30/2016 14:24,B2262,603,21,133,Male,1967
Tr10414949,6/30/2016 14:06,6/30/2016 14:58,B4587,3102,90,90,,
Tr10414834,6/30/2016 13:59,6/30/2016 14:19,B5171,1216,177,145,,
Tr10414723,6/30/2016 13:53,6/30/2016 14:07,B779,823,25,195,Male,1969
Tr10414612,6/30/2016 13:46,6/30/2016 13:51,B4185,317,240,245,Female,1988
Tr10414491,6/30/2016 13:39,6/30/2016 14:08,B4699,1708,25,3,,
Tr10414341,6/30/2016 13:31,6/30/2016 14:09,B5862,2295,177,458,,
Tr10414218,6/30/2016 13:24,6/30/2016 13:36,B5268,742,137,261,Male,1989
Tr10414082,6/30/2016 13:16,6/30/2016 13:43,B3375,1610,378,381,Male,1988
Tr10413952,6/30/2016 13:09,6/30/2016 13:30,B3828,1293,99,6,Male,1985
Tr10413838,6/30/2016 13:00,6/30/2016 13:03,B4618,172,282,202,Male,1974
Tr10413721,6/30/2016 12:51,6/30/2016 12:58,B3214,372,37,38,Female,1989
Tr10413608,6/30/2016 12:44,6/30/2016 12:56,B5475,727,49,72,Female,1966
Tr10413485,6/30/2016 12:37,6/30/2016 12:42,B5071,323,66,192,Female,1990
Tr10413372,6/30/2016 12:29,6/30/2016 12:43,B3606,815,210,372,Male,1988
Tr10413258,6/30/2016 12:22,6/30/2016 14:31,B5025,7738,256,254,,
Tr10413142,6/30/2016 12:17,6/30/2016 12:23,B5633,366,19,241,Male,1987
Tr10412991,6/30/2016 12:09,6/30/2016 12:37,B5535,1720,158,161,Male,1964
Tr10412867,6/30/2016 12:02,6/30/2016 12:50,B3645,2857,174,6,,
Tr10412717,6/30/2016 11:53,6/30/2016 12:06,B3615,777,211,286,Male,1986
Tr10412595,6/30/2016 11:44,6/30/2016 11:59,B769,910,118,140,,
Tr10412484,6/30/2016 11:37,6/30/2016 11:58,B1791,1258,175,126,Male,1986
Tr10412359,6/30/2016 11:28,6/30/2016 11:50,B4585,1314,194,176,,
Tr10412218,6/30/2016 11:19,6/30/2016 11:26,B132,420,318,114,Female,1982
Tr10412094,6/30/2016 11:09,6/30/2016 11:21,B2722,718,220,60,Female,1984
Tr10411969,6/30/2016 11:01,6/30/2016 11:35,B4470,2044,183,47,,
Tr10411845,6/30/2016 10:48,6/30/2016 11:24,B1325,2136,62,341,,
Tr10411714,6/30/2016 10:37,6/30/2016 11:11,B3964,2066,500,211,Female,1972
Tr10411590,6/30/2016 10:26,6/30/2016 10:33,B4511,397,313,157,Male,1974
Tr10411437,6/30/2016 10:16,6/30/2016 10:22,B5211,370,6,7,Female,1943
Tr10411286,6/30/2016 10:06,6/30/2016 10:11,B784,314,153,229,,
Tr10411133,6/30/2016 9:53,6/30/2016 10:00,B610,433,328,423,Male,1982
Tr10411014,6/30/2016 9:43,6/30/2016 9:53,B2806,600,277,383,Male,1987
Tr10410894,6/30/2016 9:33,6/30/2016 9:56,B3487,1396,4,341,,
Tr10410773,6/30/2016 9:24,6/30/2016 9:32,B1302,510,153,258,Male,1983
Tr10410651,6/30/2016 9:15,6/30/2016 9:25,B2496,605,145,212,Male,1965
Tr10410532,6/30/2016 9:10,6/30/2016 9:20,B3897,596,286,125,Male,1975
Tr10410380,6/30/2016 9:04,6/30/2016 12:35,B631,12667,154,154,,
Tr10410227,6/30/2016 8:59,6/30/2016 9:09,B2696,638,89,52,Male,1981
Tr10410088,6/30/2016 8:53,6/30/2016 8:55,B4512,138,86,86,Male,1984
Tr10409967,6/30/2016 8:48,6/30/2016 9:02,B2292,795,178,287,Male,1981
Tr10409842,6/30/2016 8:45,6/30/2016 8:49,B765,238,112,91,Male,1978
Tr10409708,6/30/2016 8:41,6/30/2016 9:01,B5302,1203,376,75,Male,1976
Tr10409587,6/30/2016 8:36,6/30/2016 8:41,B4271,307,18,197,Male,1963
Tr10409470,6/30/2016 8:32,6/30/2016 8:43,B5736,644,338,284,Male,1979
Tr10409360,6/30/2016 8:28,6/30/2016 8:53,B1727,1491,503,214,Female,1983
Tr10409247,6/30/2016 8:24,6/30/2016 8:31,B1548,420,140,100,Male,1990
Tr10409116,6/30/2016 8:19,6/30/2016 8:40,B4004,1234,150,45,Female,1982
Tr10408997,6/30/2016 8:15,6/30/2016 8:21,B5773,314,77,68,Male,1982
Tr10408866,6/30/2016 8:11,6/30/2016 8:32,B2553,1235,35,157,Female,1968
Tr10408753,6/30/2016 8:07,6/30/2016 8:10,B3119,176,296,117,Female,1982
Tr10408645,6/30/2016 8:03,6/30/2016 8:08,B2754,309,128,17,Male,1975
Tr10408528,6/30/2016 7:59,6/30/2016 8:02,B2064,165,18,100,Male,1978
Tr10408391,6/30/2016 7:54,6/30/2016 8:29,B3788,2047,123,81,Female,1956
Tr10408257,6/30/2016 7:50,6/30/2016 8:02,B3568,692,76,195,Male,1960
Tr10408142,6/30/2016 7:46,6/30/2016 7:50,B2066,238,256,231,Female,1989
Tr10408029,6/30/2016 7:41,6/30/2016 7:54,B4329,743,459,293,,
Tr10407920,6/30/2016 7:36,6/30/2016 7:40,B5449,209,281,203,Male,1986
Tr10407634,6/30/2016 7:32,6/30/2016 7:41,B4752,578,75,100,Male,1981
Tr10407519,6/30/2016 7:27,6/30/2016 7:34,B5277,452,77,283,Male,1963
Tr10407403,6/30/2016 7:21,6/30/2016 7:25,B4758,232,91,192,Male,1964
Tr10407286,6/30/2016 7:15,6/30/2016 7:24,B3976,509,74,75,Male,1989
Tr10407171,6/30/2016 7:09,6/30/2016 7:26,B4966,996,59,77,Male,1993
Tr10407056,6/30/2016 7:01,6/30/2016 7:23,B4949,1348,85,85,,
Tr10406924,6/30/2016 6:52,6/30/2016 6:57,B162,295,327,224,Female,1990
Tr10406808,6/30/2016 6:43,6/30/2016 7:03,B1244,1229,58,40,Male,1970
Tr10406706,6/30/2016 6:32,6/30/2016 6:56,B3883,1444,28,376,Male,1957
Tr10406595,6/30/2016 6:19,6/30/2016 6:30,B249,658,291,283,Male,1962
Tr10406475,6/30/2016 6:04,6/30/2016 6:08,B5211,223,20,224,Male,1990
Tr10406369,6/30/2016 5:40,6/30/2016 5:45,B1206,306,198,287,Male,1990
Tr10406260,6/30/2016 2:17,6/30/2016 2:23,B3648,319,211,74,Male,1983
Tr10406153,6/30/2016 0:20,6/30/2016 0:27,B3232,416,164,48,Male,1978
Tr10426586,6/30/2016 23:40,7/1/2016 0:03,B2947,1388,3,338,,
Tr10426463,6/30/2016 23:12,6/30/2016 23:25,B1902,785,84,26,Female,1983
Tr10426338,6/30/2016 22:52,6/30/2016 23:09,B4593,1004,268,157,Male,1987
Tr10426196,6/30/2016 22:34,6/30/2016 22:47,B327,814,13,114,Female,1994
Tr10426060,6/30/2016 22:20,6/30/2016 23:16,B1692,3342,72,5,,
Tr10425912,6/30/2016 22:07,6/30/2016 22:28,B2346,1255,163,487,Female,1984
Tr10425779,6/30/2016 21:54,6/30/2016 22:16,B3951,1306,341,35,,
Tr10425669,6/30/2016 21:43,6/30/2016 21:47,B270,265,57,282,Male,1994
Tr10425558,6/30/2016 21:32,6/30/2016 21:42,B3204,597,264,133,Female,1962
Tr10425422,6/30/2016 21:20,6/30/2016 21:28,B3303,464,277,183,Female,1990
Tr10425304,6/30/2016 21:11,6/30/2016 21:31,B1849,1184,288,299,Male,1991
Tr10425159,6/30/2016 21:01,6/30/2016 21:14,B1859,792,197,346,Female,1985
Tr10425031,6/30/2016 20:52,6/30/2016 21:07,B4115,869,219,154,Male,1988
Tr10424908,6/30/2016 20:43,6/30/2016 21:05,B4083,1294,249,117,Female,1993
Tr10424797,6/30/2016 20:35,6/30/2016 20:48,B2233,739,268,349,Male,1990
Tr10424666,6/30/2016 20:27,6/30/2016 21:22,B2254,3310,90,220,,
Tr10424531,6/30/2016 20:18,6/30/2016 20:32,B4504,830,223,324,Female,1979
Tr10424406,6/30/2016 20:12,6/30/2016 20:41,B3115,1769,324,268,Female,1989
Tr10424274,6/30/2016 20:04,6/30/2016 20:23,B5172,1149,47,376,Male,1980
Tr10424159,6/30/2016 19:56,6/30/2016 20:04,B466,496,217,84,Male,1987
Tr10424041,6/30/2016 19:50,6/30/2016 20:00,B5849,577,322,417,Female,1974
Tr10423934,6/30/2016 19:45,6/30/2016 19:57,B3713,704,212,331,Male,1982
Tr10423828,6/30/2016 19:38,6/30/2016 19:50,B3168,722,255,33,,
Tr10423713,6/30/2016 19:32,6/30/2016 19:34,B2093,117,77,66,Male,1965
Tr10423606,6/30/2016 19:26,6/30/2016 19:29,B4896,188,254,245,Female,1990
Tr10423484,6/30/2016 19:20,6/30/2016 20:07,B4027,2818,268,147,,
Tr10423360,6/30/2016 19:16,6/30/2016 19:23,B880,407,321,90,Male,1956
Tr10423230,6/30/2016 19:11,6/30/2016 19:29,B1870,1120,312,226,Male,1952
Tr10423095,6/30/2016 19:05,6/30/2016 19:19,B4960,797,296,493,Female,1989
Tr10422989,6/30/2016 19:01,6/30/2016 19:18,B2733,1035,91,210,Male,1981
Tr10422870,6/30/2016 18:56,6/30/2016 20:29,B2881,5586,419,90,,
Tr10422758,6/30/2016 18:52,6/30/2016 19:08,B1445,931,145,289,Female,1988
Tr10422647,6/30/2016 18:48,6/30/2016 19:14,B3370,1591,177,35,Female,1984
Tr10422536,6/30/2016 18:44,6/30/2016 18:47,B5464,147,192,107,Female,1967
Tr10422404,6/30/2016 18:39,6/30/2016 18:47,B1079,479,426,424,Male,1980
Tr10422278,6/30/2016 18:35,6/30/2016 18:47,B3465,760,13,162,Male,1964
Tr10422167,6/30/2016 18:30,6/30/2016 18:38,B3499,504,274,124,Male,1986
Tr10422059,6/30/2016 18:26,6/30/2016 18:42,B3767,903,140,191,Male,1984
Tr10421941,6/30/2016 18:23,6/30/2016 18:29,B4580,382,91,134,Female,1988
Tr10421815,6/30/2016 18:19,6/30/2016 18:35,B3129,969,300,304,Female,1957
Tr10421701,6/30/2016 18:16,6/30/2016 18:38,B3894,1329,322,415,,
Tr10421574,6/30/2016 18:12,6/30/2016 18:29,B2750,1059,125,59,Male,1991
Tr10421451,6/30/2016 18:09,6/30/2016 18:27,B5011,1092,439,205,Male,1981
Tr10421345,6/30/2016 18:05,6/30/2016 18:18,B5032,764,56,183,Male,1989
Tr10421238,6/30/2016 18:02,6/30/2016 18:05,B1508,167,60,93,Male,1991
Tr10421129,6/30/2016 17:58,6/30/2016 19:11,B1505,4344,85,487,,
Tr10421017,6/30/2016 17:55,6/30/2016 18:04,B3418,546,342,32,Female,1985
Tr10420894,6/30/2016 17:53,6/30/2016 18:03,B3845,656,76,321,Male,1959
Tr10420758,6/30/2016 17:50,6/30/2016 18:06,B1259,1001,196,192,Male,1959
Tr10420638,6/30/2016 17:46,6/30/2016 18:11,B321,1466,56,260,Male,1985
Tr10420520,6/30/2016 17:43,6/30/2016 18:06,B5500,1378,191,219,Male,1986
Tr10420407,6/30/2016 17:40,6/30/2016 17:44,B4761,280,117,154,Male,1986
Tr10420289,6/30/2016 17:37,6/30/2016 17:48,B30,657,125,75,Male,1960
Tr10420175,6/30/2016 17:33,6/30/2016 17:55,B4278,1280,41,124,Male,1985
Tr10420063,6/30/2016 17:31,6/30/2016 17:45,B3299,852,174,331,Male,1986
Tr10419956,6/30/2016 17:28,6/30/2016 17:46,B3748,1073,74,113,Female,1991
Tr10419846,6/30/2016 17:25,6/30/2016 17:47,B2091,1333,90,277,Female,1987
Tr10419735,6/30/2016 17:22,6/30/2016 17:44,B3824,1343,501,29,Male,1974
Tr10419626,6/30/2016 17:19,6/30/2016 17:23,B2201,191,120,132,Female,1974
Tr10419508,6/30/2016 17:17,6/30/2016 17:27,B2317,645,84,61,Male,1964
Tr10419393,6/30/2016 17:14,6/30/2016 17:28,B889,873,91,291,Female,1986
Tr10419283,6/30/2016 17:11,6/30/2016 17:20,B1792,569,40,198,Male,1972
Tr10419174,6/30/2016 17:09,6/30/2016 17:26,B5493,1026,38,72,Female,1985
Tr10419059,6/30/2016 17:06,6/30/2016 17:11,B607,271,80,73,Female,1986
Tr10418955,6/30/2016 17:04,6/30/2016 17:07,B5813,147,107,75,Male,1975
Tr10418851,6/30/2016 17:02,6/30/2016 17:16,B5581,874,166,165,Male,1968
Tr10418745,6/30/2016 16:59,6/30/2016 17:10,B2330,680,376,116,Male,1989
Tr10418634,6/30/2016 16:56,6/30/2016 17:03,B4699,404,58,310,Female,1985
Tr10418524,6/30/2016 16:53,6/30/2016 17:27,B3090,2020,211,160,Female,1985
Tr10418415,6/30/2016 16:51,6/30/2016 16:58,B202,417,313,156,Male,1990
Tr10418296,6/30/2016 16:48,6/30/2016 17:00,B1869,749,251,459,Female,1986
Tr10418181,6/30/2016 16:44,6/30/2016 16:48,B4965,249,294,463,Female,1982
Tr10418058,6/30/2016 16:40,6/30/2016 17:09,B3167,1756,332,133,Male,1985
Tr10417944,6/30/2016 16:36,6/30/2016 16:41,B3086,320,94,28,Male,1972
Tr10417834,6/30/2016 16:33,6/30/2016 16:40,B3603,472,287,394,Male,1993
Tr10417712,6/30/2016 16:28,6/30/2016 16:34,B2963,351,174,43,Male,1974
Tr10417587,6/30/2016 16:23,6/30/2016 16:49,B1723,1528,90,341,,
Tr10417473,6/30/2016 16:19,6/30/2016 16:31,B406,685,211,74,Female,1989
Tr10417365,6/30/2016 16:15,6/30/2016 16:18,B344,176,69,159,Female,1991
Tr10417255,6/30/2016 16:10,6/30/2016 16:21,B1433,663,110,192,Female,1963
Tr10417143,6/30/2016 16:05,6/30/2016 16:20,B1581,900,18,5,Male,1982
Tr10417030,6/30/2016 16:00,6/30/2016 16:12,B4655,693,68,137,Female,1971
Tr10416910,6/30/2016 15:55,6/30/2016 16:06,B3765,660,45,174,Male,1967
Tr10416798,6/30/2016 15:51,6/30/2016 16:01,B4687,590,165,298,Male,1993
Tr10416691,6/30/2016 15:45,6/30/2016 16:03,B5896,1042,51,60,Male,1981
Tr10416574,6/30/2016 15:40,6/30/2016 15:55,B4910,919,45,99,Male,1958
Tr10416446,6/30/2016 15:34,6/30/2016 15:44,B5322,618,37,24,Male,1985
Tr10416322,6/30/2016 15:28,6/30/2016 15:51,B5821,1436,501,503,Male,1985
Tr10416199,6/30/2016 15:21,6/30/2016 15:27,B5370,372,304,240,Male,1993
Tr10416055,6/30/2016 15:15,6/30/2016 15:22,B4433,419,328,322,Female,1984
Tr10415917,6/30/2016 15:07,6/30/2016 15:35,B5901,1678,100,6,,
Tr10415795,6/30/2016 15:00,6/30/2016 15:21,B3186,1258,150,406,,
Tr10415672,6/30/2016 14:53,6/30/2016 15:09,B3238,922,39,76,,
Tr10415525,6/30/2016 14:45,6/30/2016 15:08,B2587,1380,334,304,Male,1990
Tr10415405,6/30/2016 14:37,6/30/2016 15:04,B3595,1591,85,177,,
Tr10415278,6/30/2016 14:29,6/30/2016 14:30,B5668,101,306,240,Male,1959
Tr10415167,6/30/2016 14:22,6/30/2016 15:01,B374,2316,300,463,,
Tr10415054,6/30/2016 14:13,6/30/2016 14:27,B3515,847,76,52,,
Tr10414939,6/30/2016 14:06,6/30/2016 14:14,B1702,521,48,91,Male,1977
Tr10414823,6/30/2016 13:59,6/30/2016 14:19,B4484,1214,35,85,,
Tr10414712,6/30/2016 13:53,6/30/2016 14:08,B796,918,90,3,,
Tr10414600,6/30/2016 13:46,6/30/2016 13:57,B4388,689,2,76,,
Tr10414480,6/30/2016 13:39,6/30/2016 13:50,B3358,644,24,337,,
Tr10414330,6/30/2016 13:30,6/30/2016 13:54,B4907,1429,6,177,,
Tr10414198,6/30/2016 13:23,6/30/2016 14:00,B1048,2217,45,26,,
Tr10414066,6/30/2016 13:15,6/30/2016 13:35,B4439,1182,36,90,,
Tr10413940,6/30/2016 13:07,6/30/2016 13:35,B4408,1668,268,268,,
Tr10413828,6/30/2016 12:59,6/30/2016 13:05,B5295,381,164,53,Male,1962
Tr10413709,6/30/2016 12:51,6/30/2016 12:54,B3556,195,294,463,Male,1984
Tr10413595,6/30/2016 12:44,6/30/2016 12:50,B629,361,169,57,Male,1986
Tr10413475,6/30/2016 12:36,6/30/2016 12:43,B2399,409,286,194,Male,1986
Tr10413362,6/30/2016 12:28,6/30/2016 12:34,B610,339,423,345,Male,1973
Tr10413245,6/30/2016 12:21,6/30/2016 12:38,B4028,991,60,115,Male,1987
Tr10413129,6/30/2016 12:16,6/30/2016 12:43,B4949,1592,177,163,Female,1986
Tr10412979,6/30/2016 12:08,6/30/2016 12:22,B3394,822,383,210,Male,1985
Tr10412856,6/30/2016 12:02,6/30/2016 12:13,B3744,684,301,194,Male,1972
Tr10412704,6/30/2016 11:52,6/30/2016 12:09,B3656,983,85,35,,
Tr10412584,6/30/2016 11:44,6/30/2016 11:48,B295,254,66,75,Male,1976
Tr10412471,6/30/2016 11:36,6/30/2016 11:42,B2594,341,33,51,Male,1962
Tr10412344,6/30/2016 11:27,6/30/2016 11:43,B5610,1018,299,268,Male,1992
Tr10412204,6/30/2016 11:18,6/30/2016 11:35,B3873,1016,341,76,,
Tr10412084,6/30/2016 11:09,6/30/2016 11:12,B1403,195,77,198,Male,1982
Tr10411955,6/30/2016 11:00,6/30/2016 11:21,B290,1307,85,157,,
Tr10411831,6/30/2016 10:47,6/30/2016 10:53,B180,327,80,77,Male,1987
Tr10411704,6/30/2016 10:36,6/30/2016 10:42,B2627,358,14,241,Male,1985
Tr10411578,6/30/2016 10:25,6/30/2016 10:35,B5547,608,301,313,,
Tr10411424,6/30/2016 10:15,6/30/2016 10:28,B3437,791,3,35,,
Tr10411269,6/30/2016 10:04,6/30/2016 10:23,B792,1177,331,51,Female,1988
Tr10411122,6/30/2016 9:51,6/30/2016 13:01,B1716,11409,194,194,,
Tr10410999,6/30/2016 9:41,6/30/2016 9:52,B3837,636,14,71,Male,1983
Tr10410883,6/30/2016 9:32,6/30/2016 9:50,B5825,1076,60,174,Male,1967
Tr10410762,6/30/2016 9:23,6/30/2016 9:29,B5736,370,174,38,Male,1982
Tr10410638,6/30/2016 9:15,6/30/2016 9:26,B1218,666,77,111,Female,1989
Tr10410519,6/30/2016 9:09,6/30/2016 9:13,B2275,263,183,69,Male,1989
Tr10410367,6/30/2016 9:03,6/30/2016 9:20,B41,1007,117,330,,
Tr10410211,6/30/2016 8:58,6/30/2016 9:06,B2728,459,198,100,Female,1963
Tr10410076,6/30/2016 8:52,6/30/2016 9:07,B4103,863,35,33,Male,1989
Tr10409954,6/30/2016 8:48,6/30/2016 8:54,B5822,366,493,230,Male,1977
Tr10409828,6/30/2016 8:44,6/30/2016 8:55,B4959,664,133,331,Male,1990
Tr10409695,6/30/2016 8:40,6/30/2016 8:46,B5550,334,199,106,,
Tr10409574,6/30/2016 8:36,6/30/2016 8:38,B3815,158,281,203,Male,1988
Tr10409460,6/30/2016 8:32,6/30/2016 8:49,B3988,1001,289,77,Male,1984
Tr10409347,6/30/2016 8:27,6/30/2016 8:41,B5523,801,110,91,Male,1983
Tr10409237,6/30/2016 8:23,6/30/2016 8:28,B5732,295,46,212,Female,1963
Tr10409104,6/30/2016 8:19,6/30/2016 8:22,B3938,184,326,293,Male,1985
Tr10408987,6/30/2016 8:15,6/30/2016 8:37,B1560,1287,374,174,Male,1981
Tr10408854,6/30/2016 8:11,6/30/2016 8:20,B2749,576,284,107,Male,1982
Tr10408743,6/30/2016 8:07,6/30/2016 8:10,B5339,208,195,51,Male,1965
Tr10408633,6/30/2016 8:03,6/30/2016 8:08,B2303,344,46,212,Male,1989
Tr10408515,6/30/2016 7:59,6/30/2016 8:36,B1561,2234,242,144,Female,1966
Tr10408377,6/30/2016 7:54,6/30/2016 7:57,B893,181,332,115,Male,1989
Tr10408244,6/30/2016 7:50,6/30/2016 8:00,B4344,635,177,85,Female,1976
Tr10408128,6/30/2016 7:46,6/30/2016 7:54,B3990,487,77,52,Male,1971
Tr10408018,6/30/2016 7:41,6/30/2016 7:46,B5177,302,81,283,Male,1987
Tr10407910,6/30/2016 7:36,6/30/2016 7:40,B2280,266,190,67,Male,1985
Tr10407622,6/30/2016 7:31,6/30/2016 7:42,B5598,691,77,125,Male,1971
Tr10407507,6/30/2016 7:26,6/30/2016 7:42,B4412,967,118,286,Male,1967
Tr10407390,6/30/2016 7:21,6/30/2016 7:35,B5346,862,29,118,Female,1989
Tr10407273,6/30/2016 7:15,6/30/2016 7:28,B2660,771,142,283,Male,1989
Tr10407160,6/30/2016 7:08,6/30/2016 7:17,B3972,495,22,89,Male,1992
Tr10407042,6/30/2016 7:00,6/30/2016 7:12,B5262,711,346,38,,
Tr10406913,6/30/2016 6:51,6/30/2016 6:55,B3492,193,154,117,Male,1989
Tr10406798,6/30/2016 6:42,6/30/2016 6:57,B4381,937,94,211,Male,1989
Tr10406695,6/30/2016 6:32,6/30/2016 6:41,B2145,542,255,283,Male,1961
Tr10406575,6/30/2016 6:18,6/30/2016 6:41,B4935,1438,153,173,Female,1982
Tr10406465,6/30/2016 6:02,6/30/2016 6:36,B5793,2079,267,267,Male,1962
Tr10406356,6/30/2016 5:35,6/30/2016 5:40,B872,279,199,26,Male,1989
Tr10406250,6/30/2016 1:57,6/30/2016 2:02,B4753,337,144,223,Male,1990
Tr10406143,6/30/2016 0:15,6/30/2016 0:26,B5116,630,117,257,Male,1977
